0 0     -3.326500e+02 2.620900e+02
41 7009     -3.602700e+02 9.190002e+00
44 7009     -2.692800e+02 7.450012e+00
41 7010     -3.539200e+02 -4.065002e+01
44 7010     -2.922400e+02 -4.020001e+01
41 7011     1.326400e+02 -6.878003e+01
44 7011     1.666000e+02 -6.657001e+01
41 7012     -2.373001e+01 -8.170001e+01
44 7012     5.451999e+01 -7.753003e+01
41 7013     -4.075600e+02 -8.571997e+01
44 7013     -3.415300e+02 -8.371002e+01
41 7014     2.179300e+02 -8.996997e+01
44 7014     2.506200e+02 -8.716998e+01
48 7014     1.279000e+02 -9.592999e+01
41 7015     -3.651001e+01 -1.476200e+02
44 7015     6.364001e+01 -1.395300e+02
41 7016     -1.804300e+02 -1.690800e+02
44 7016     -1.499939e-01 -1.546000e+02
41 7017     3.168500e+02 4.961700e+02
44 7017     3.546800e+02 4.882000e+02
41 7018     3.178800e+02 4.651300e+02
44 7018     3.538200e+02 4.578300e+02
41 7019     3.134900e+02 3.893900e+02
44 7019     3.481600e+02 3.827200e+02
41 7020     -2.569000e+01 1.390200e+02
44 7020     1.948001e+01 1.360300e+02
41 7021     -2.414100e+02 4.766998e+01
44 7021     -1.821200e+02 4.594000e+01
46 7021     -3.584000e+02 5.173999e+01
41 7022     -1.045900e+02 4.179999e+01
44 7022     -5.363000e+01 4.035999e+01
48 7022     -2.526000e+02 4.687000e+01
41 7023     3.296100e+02 -8.010010e+00
44 7023     3.566200e+02 -6.840027e+00
46 7023     2.813000e+02 -7.729980e+00
47 7023     -2.397700e+02 -5.750000e+00
41 7024     1.665800e+02 -3.813000e+01
44 7024     1.998900e+02 -3.527002e+01
41 7025     -2.353500e+02 -7.344000e+01
44 7025     -1.799300e+02 -7.181000e+01
41 7026     2.860800e+02 -8.287000e+01
44 7026     3.157100e+02 -8.006000e+01
41 7027     2.051900e+02 -8.416998e+01
44 7027     2.370800e+02 -8.178003e+01
41 7028     -3.511000e+02 -9.926001e+01
44 7028     -2.895300e+02 -9.689001e+01
41 7029     2.225000e+02 -1.340500e+02
44 7029     2.928600e+02 -1.273800e+02
41 7030     1.513000e+02 -2.450500e+02
44 7030     2.597500e+02 -2.276900e+02
41 7031     -2.947000e+01 1.354300e+02
44 7031     1.428000e+01 1.321100e+02
41 7032     -3.241000e+01 1.048900e+02
44 7032     1.012000e+01 1.024100e+02
41 7033     -1.585700e+02 2.460022e+00
44 7033     -1.043200e+02 2.349976e+00
41 7034     -3.503800e+02 -6.991998e+01
44 7034     -2.888600e+02 -6.819000e+01
41 7035     -3.898100e+02 -2.454200e+02
44 7035     -1.872800e+02 -2.239500e+02
41 7036     -3.696500e+02 -2.685500e+02
44 7036     -1.633600e+02 -2.423600e+02
41 7037     -2.393700e+02 -4.489500e+02
44 7037     1.601001e+01 -3.918800e+02
41 7038     3.097300e+02 -6.553003e+01
44 7038     3.363200e+02 -6.307001e+01
46 7038     2.634100e+02 -6.804999e+01
47 7038     -2.557200e+02 -5.847998e+01
41 7039     1.428800e+02 -7.503003e+01
44 7039     1.777900e+02 -7.283002e+01
41 7040     -2.447200e+02 -3.296600e+02
44 7040     -2.209991e+00 -2.912800e+02
41 7041     1.409800e+02 -5.634998e+01
44 7041     1.752600e+02 -5.423999e+01
41 7042     1.186200e+02 -7.590002e+01
44 7042     1.564700e+02 -7.283002e+01
41 7043     3.224600e+02 -7.746002e+01
44 7043     3.484300e+02 -7.546997e+01
41 7044     2.138500e+02 -1.351000e+02
44 7044     2.831600e+02 -1.280600e+02
41 7045     -3.340500e+02 -3.868500e+02
44 7045     -9.804001e+01 -3.448200e+02
41 7046     2.854900e+02 4.369500e+02
44 7046     3.206100e+02 4.314700e+02
46 7046     2.213800e+02 4.615100e+02
48 7046     1.924800e+02 4.785000e+02
41 7047     -1.968200e+02 -3.159003e+01
44 7047     -1.411000e+02 -3.053998e+01
41 7048     -3.294100e+02 -1.608200e+02
44 7048     -1.425000e+02 -1.478200e+02
41 7049     -2.400200e+02 -1.848700e+02
44 7049     -3.514999e+01 -1.679200e+02
41 7050     -3.230000e+02 -3.860900e+02
44 7050     -8.872000e+01 -3.421600e+02
41 7051     -1.880500e+02 3.867999e+01
44 7051     -1.322200e+02 3.729999e+01
41 7052     1.304400e+02 -1.440500e+02
44 7052     2.356900e+02 -1.328200e+02
41 7053     -1.063400e+02 1.852002e+01
44 7053     -3.878000e+01 1.720001e+01
41 7054     1.704500e+02 -1.592000e+02
44 7054     2.638600e+02 -1.479400e+02
0 7055     -2.608500e+02 -2.450100e+02
43 7055     -2.607100e+02 -2.448800e+02
0 7056     -2.805200e+02 -2.611000e+02
39 7056     -2.828800e+02 -2.626500e+02
0 7057     -3.351300e+02 -2.942000e+02
8 7057     -3.346400e+02 -2.928600e+02
12 7057     -3.345000e+02 -2.932500e+02
20 7057     -3.345100e+02 -2.934400e+02
43 7057     -3.355200e+02 -2.943100e+02
0 7058     -3.351300e+02 -2.942000e+02
43 7058     -3.355200e+02 -2.943100e+02
0 7059     -3.708800e+02 -3.420800e+02
4 7059     -3.682800e+02 -3.393500e+02
8 7059     -3.630200e+02 -3.345600e+02
12 7059     -3.693700e+02 -3.403200e+02
17 7059     -3.603700e+02 -3.330600e+02
20 7059     -3.711500e+02 -3.420700e+02
34 7059     -3.694800e+02 -3.401900e+02
39 7059     -3.626400e+02 -3.348600e+02
0 7060     -6.882001e+01 -4.067600e+02
3 7060     -6.904999e+01 -4.074600e+02
4 7060     -6.923999e+01 -4.068700e+02
8 7060     -6.910001e+01 -4.067100e+02
9 7060     -6.932001e+01 -4.066400e+02
14 7060     -6.938000e+01 -4.064800e+02
39 7060     -6.876001e+01 -4.070000e+02
0 7061     -8.094000e+01 -4.761100e+02
4 7061     -8.114999e+01 -4.767700e+02
15 7061     -8.117001e+01 -4.771000e+02
16 7061     -8.142001e+01 -4.777200e+02
34 7061     -8.138000e+01 -4.776801e+02
43 7061     -8.120999e+01 -4.777000e+02
0 7062     -8.094000e+01 -4.761100e+02
15 7062     -8.117001e+01 -4.771000e+02
16 7062     -8.142001e+01 -4.777200e+02
34 7062     -8.138000e+01 -4.776801e+02
0 7063     -8.301999e+01 -4.952800e+02
12 7063     -8.289999e+01 -4.943000e+02
38 7063     -8.281000e+01 -4.943900e+02
43 7063     -8.289999e+01 -4.950601e+02
0 7064     -8.756000e+01 -5.018900e+02
10 7064     -8.710999e+01 -5.007200e+02
43 7064     -8.717999e+01 -5.009500e+02
0 7065     -8.756000e+01 -5.018900e+02
10 7065     -8.710999e+01 -5.007200e+02
43 7065     -8.717999e+01 -5.009500e+02
0 7066     2.764999e+01 -5.239000e+02
12 7066     2.773999e+01 -5.234600e+02
14 7066     2.760999e+01 -5.233600e+02
20 7066     2.754001e+01 -5.235400e+02
30 7066     2.756000e+01 -5.235800e+02
43 7066     2.769000e+01 -5.236899e+02
0 7067     4.741000e+01 -5.720699e+02
14 7067     4.782999e+01 -5.721700e+02
17 7067     4.750000e+01 -5.722500e+02
30 7067     4.742001e+01 -5.723900e+02
43 7067     4.750000e+01 -5.724900e+02
45 7067     4.773999e+01 -5.725300e+02
0 7068     4.741000e+01 -5.720699e+02
4 7068     4.738000e+01 -5.721700e+02
14 7068     4.782999e+01 -5.721700e+02
16 7068     4.735999e+01 -5.728800e+02
22 7068     4.754001e+01 -5.725601e+02
30 7068     4.742001e+01 -5.723900e+02
33 7068     4.734000e+01 -5.723800e+02
34 7068     4.750000e+01 -5.724800e+02
43 7068     4.750000e+01 -5.724900e+02
45 7068     4.773999e+01 -5.725300e+02
0 7069     -1.097700e+02 -5.920500e+02
4 7069     -1.099100e+02 -5.924100e+02
8 7069     -1.100100e+02 -5.929100e+02
9 7069     -1.099000e+02 -5.924301e+02
11 7069     -1.096900e+02 -5.918101e+02
17 7069     -1.098800e+02 -5.924200e+02
34 7069     -1.101600e+02 -5.941200e+02
39 7069     -1.096700e+02 -5.918199e+02
43 7069     -1.099000e+02 -5.924399e+02
0 7070     -1.630500e+02 -1.644400e+02
3 7070     -1.630300e+02 -1.646800e+02
7 7070     -1.630400e+02 -1.638400e+02
12 7070     -1.630400e+02 -1.641500e+02
45 7070     -1.630600e+02 -1.637700e+02
0 7071     -3.597700e+02 -3.256900e+02
9 7071     -3.627100e+02 -3.277500e+02
11 7071     -3.612400e+02 -3.264100e+02
14 7071     -3.600800e+02 -3.256600e+02
43 7071     -3.610100e+02 -3.265800e+02
0 7072     -6.113000e+01 -3.748800e+02
34 7072     -6.094000e+01 -3.748400e+02
39 7072     -6.110999e+01 -3.747800e+02
45 7072     -6.123001e+01 -3.750500e+02
0 7073     -6.619000e+01 -4.085500e+02
35 7073     -6.576999e+01 -4.091800e+02
43 7073     -6.594000e+01 -4.091600e+02
0 7074     -1.034300e+02 -4.877700e+02
2 7074     -1.034100e+02 -4.880100e+02
3 7074     -1.034500e+02 -4.881899e+02
6 7074     -1.034700e+02 -4.877000e+02
39 7074     -1.031600e+02 -4.877100e+02
43 7074     -1.032600e+02 -4.871300e+02
1 7075     -2.489600e+02 -2.347200e+02
6 7075     -2.488500e+02 -2.348800e+02
39 7075     -2.490900e+02 -2.351400e+02
1 7076     -1.404300e+02 -2.694100e+02
9 7076     -1.406600e+02 -2.703900e+02
45 7076     -1.395600e+02 -2.652500e+02
47 7076     -1.391200e+02 -2.647800e+02
1 7077     -3.825500e+02 -3.388600e+02
5 7077     -3.826800e+02 -3.400300e+02
45 7077     -3.827600e+02 -3.388700e+02
1 7078     -3.825500e+02 -3.388600e+02
45 7078     -3.827600e+02 -3.388700e+02
1 7079     -9.545001e+01 -5.342400e+02
2 7079     -9.541000e+01 -5.344600e+02
12 7079     -9.542001e+01 -5.344500e+02
17 7079     -9.535999e+01 -5.341300e+02
34 7079     -9.514001e+01 -5.335900e+02
39 7079     -9.531000e+01 -5.342300e+02
45 7079     -9.500000e+01 -5.330699e+02
1 7080     -1.069200e+02 -5.702400e+02
4 7080     -1.069400e+02 -5.703900e+02
9 7080     -1.070800e+02 -5.702000e+02
17 7080     -1.074200e+02 -5.693800e+02
20 7080     -1.073100e+02 -5.705900e+02
39 7080     -1.071700e+02 -5.699700e+02
43 7080     -1.072000e+02 -5.703199e+02
1 7081     -3.420300e+02 -3.103900e+02
14 7081     -3.452300e+02 -3.136100e+02
17 7081     -3.457100e+02 -3.139000e+02
39 7081     -3.451000e+02 -3.132900e+02
1 7082     -8.166000e+01 -5.257800e+02
12 7082     -8.151999e+01 -5.256899e+02
14 7082     -8.163000e+01 -5.258800e+02
33 7082     -8.194000e+01 -5.263400e+02
34 7082     -8.145999e+01 -5.253400e+02
47 7082     -8.160001e+01 -5.258000e+02
1 7083     -1.144100e+02 -5.532000e+02
8 7083     -1.147200e+02 -5.539700e+02
11 7083     -1.144400e+02 -5.536500e+02
17 7083     -1.144500e+02 -5.535300e+02
34 7083     -1.145400e+02 -5.530000e+02
38 7083     -1.142000e+02 -5.534600e+02
1 7084     3.718100e+02 6.572998e+01
39 7084     3.395200e+02 4.278003e+01
1 7085     6.828000e+01 2.460022e+00
2 7085     6.110999e+01 6.369995e+00
3 7085     6.594000e+01 2.059998e+00
4 7085     5.920001e+01 6.010010e+00
9 7085     5.732001e+01 9.280029e+00
12 7085     5.712000e+01 8.849976e+00
13 7085     6.082999e+01 2.080017e+00
14 7085     5.741000e+01 8.909973e+00
15 7085     5.654001e+01 8.419983e+00
17 7085     5.378000e+01 8.950012e+00
22 7085     5.785001e+01 8.599854e-01
33 7085     5.248001e+01 8.799988e+00
38 7085     5.307999e+01 1.102002e+01
39 7085     4.810999e+01 1.130005e+00
45 7085     5.407999e+01 3.300171e-01
47 7085     5.326001e+01 1.044000e+01
2 7086     -3.909300e+02 -3.586500e+02
5 7086     -3.905500e+02 -3.586400e+02
7 7086     -3.902900e+02 -3.573200e+02
8 7086     -3.905600e+02 -3.575200e+02
13 7086     -3.929200e+02 -3.599500e+02
15 7086     -3.872600e+02 -3.746000e+02
17 7086     -3.928500e+02 -3.601000e+02
30 7086     -3.933800e+02 -3.603000e+02
35 7086     -3.848200e+02 -3.720000e+02
38 7086     -3.915000e+02 -3.584300e+02
45 7086     -3.905900e+02 -3.574400e+02
2 7087     -7.567001e+01 -4.995000e+02
3 7087     -7.564999e+01 -4.997400e+02
39 7087     -7.559000e+01 -4.997800e+02
2 7088     3.913000e+01 -5.551700e+02
3 7088     3.907999e+01 -5.555100e+02
4 7088     3.891000e+01 -5.548700e+02
6 7088     3.888000e+01 -5.551200e+02
10 7088     3.888000e+01 -5.547700e+02
34 7088     3.879999e+01 -5.549301e+02
2 7089     -1.033000e+02 -5.229200e+02
4 7089     -1.034900e+02 -5.225400e+02
6 7089     -1.032600e+02 -5.227600e+02
11 7089     -1.027700e+02 -5.221700e+02
12 7089     -1.031500e+02 -5.231300e+02
16 7089     -1.028700e+02 -5.224000e+02
17 7089     -1.029800e+02 -5.228700e+02
20 7089     -1.033600e+02 -5.240601e+02
33 7089     -1.036100e+02 -5.225100e+02
35 7089     -1.031900e+02 -5.230200e+02
43 7089     -1.032800e+02 -5.226600e+02
47 7089     -1.031200e+02 -5.228000e+02
2 7090     -3.034000e+01 -5.480100e+02
5 7090     -3.141000e+01 -5.481300e+02
10 7090     -3.194000e+01 -5.479700e+02
11 7090     -3.188000e+01 -5.477600e+02
35 7090     -3.185999e+01 -5.475800e+02
43 7090     -3.282001e+01 -5.478600e+02
45 7090     -3.217001e+01 -5.476400e+02
2 7091     1.391000e+01 -5.970800e+02
5 7091     1.403000e+01 -5.968000e+02
6 7091     1.395001e+01 -5.966899e+02
14 7091     1.363000e+01 -5.966700e+02
16 7091     1.401999e+01 -5.968101e+02
17 7091     1.392999e+01 -5.967300e+02
34 7091     1.395999e+01 -5.971801e+02
43 7091     1.401001e+01 -5.969800e+02
2 7092     8.414001e+01 -1.328998e+01
4 7092     8.310999e+01 -1.320001e+01
8 7092     8.282001e+01 -1.210999e+01
9 7092     8.292001e+01 -1.112000e+01
12 7092     8.460999e+01 -1.165002e+01
14 7092     8.389999e+01 -1.184998e+01
17 7092     8.400000e+01 -1.077002e+01
33 7092     8.400000e+01 -1.165997e+01
35 7092     8.387000e+01 -1.058002e+01
38 7092     8.470999e+01 -9.950012e+00
47 7092     8.582999e+01 -1.062000e+01
3 7093     -3.190700e+02 -3.022400e+02
4 7093     -3.124900e+02 -2.958900e+02
34 7093     -3.126500e+02 -2.960000e+02
35 7093     -3.129500e+02 -2.961800e+02
38 7093     -3.126000e+02 -2.958400e+02
39 7093     -3.127300e+02 -2.963300e+02
43 7093     -3.123400e+02 -2.963600e+02
3 7094     2.035000e+02 -3.264600e+02
9 7094     2.031400e+02 -3.264900e+02
45 7094     2.027500e+02 -3.267600e+02
47 7094     2.030500e+02 -3.268300e+02
3 7095     4.116000e+01 -4.568900e+02
5 7095     4.126001e+01 -4.573199e+02
6 7095     4.082999e+01 -4.568800e+02
9 7095     4.116000e+01 -4.569200e+02
14 7095     4.120001e+01 -4.569200e+02
35 7095     4.120001e+01 -4.571700e+02
38 7095     4.123001e+01 -4.570699e+02
39 7095     4.110999e+01 -4.576300e+02
47 7095     4.110001e+01 -4.570601e+02
3 7096     2.714001e+01 -4.825200e+02
9 7096     2.726001e+01 -4.834100e+02
15 7096     2.720999e+01 -4.827600e+02
30 7096     2.748999e+01 -4.833600e+02
33 7096     2.739999e+01 -4.834000e+02
38 7096     2.759000e+01 -4.833000e+02
39 7096     2.735999e+01 -4.834200e+02
3 7097     4.506000e+01 -5.490800e+02
14 7097     4.476999e+01 -5.484900e+02
17 7097     4.482999e+01 -5.491300e+02
30 7097     4.488000e+01 -5.488000e+02
35 7097     4.484000e+01 -5.482600e+02
39 7097     4.492999e+01 -5.489500e+02
3 7098     -5.417999e+01 -5.656600e+02
11 7098     -5.570999e+01 -5.680300e+02
13 7098     -5.609000e+01 -5.692900e+02
15 7098     -5.547000e+01 -5.678101e+02
30 7098     -5.570001e+01 -5.679900e+02
33 7098     -5.567999e+01 -5.682300e+02
34 7098     -5.573999e+01 -5.672400e+02
38 7098     -5.576001e+01 -5.680200e+02
39 7098     -5.572000e+01 -5.687200e+02
45 7098     -5.557999e+01 -5.661500e+02
3 7099     -2.561800e+02 -2.598700e+02
39 7099     -2.642400e+02 -2.665300e+02
3 7100     -3.720800e+02 -3.276800e+02
30 7100     -3.725000e+02 -3.269700e+02
3 7101     2.213000e+01 -3.701600e+02
38 7101     2.189001e+01 -3.686400e+02
3 7102     -4.522000e+01 -5.322400e+02
5 7102     -4.579999e+01 -5.321801e+02
17 7102     -4.517001e+01 -5.322200e+02
35 7102     -4.622000e+01 -5.317900e+02
39 7102     -4.514001e+01 -5.321000e+02
43 7102     -4.562000e+01 -5.322100e+02
47 7102     -4.691000e+01 -5.315500e+02
4 7103     -3.044800e+02 -2.729500e+02
43 7103     -2.960100e+02 -2.668300e+02
4 7104     -3.044800e+02 -2.729500e+02
43 7104     -2.960100e+02 -2.668300e+02
4 7105     -3.822300e+02 -3.388100e+02
30 7105     -3.821300e+02 -3.388900e+02
34 7105     -3.716000e+02 -3.302500e+02
5 7106     -2.498600e+02 -2.302200e+02
43 7106     -2.501600e+02 -2.303500e+02
5 7107     -3.787800e+02 -3.368300e+02
39 7107     -3.662500e+02 -3.263000e+02
5 7108     -7.926001e+01 -5.172000e+02
43 7108     -7.948999e+01 -5.172600e+02
5 7109     2.717001e+01 -5.522500e+02
8 7109     2.704999e+01 -5.522100e+02
11 7109     2.720001e+01 -5.522800e+02
43 7109     2.709000e+01 -5.523600e+02
5 7110     -3.609700e+02 -3.107300e+02
39 7110     -3.038400e+02 -2.660600e+02
6 7111     -3.287900e+02 -3.095700e+02
7 7111     -3.283200e+02 -3.088100e+02
13 7111     -3.284100e+02 -3.092200e+02
17 7111     -3.289200e+02 -3.099300e+02
39 7111     -3.287600e+02 -3.097500e+02
7 7112     -2.935800e+02 -2.640600e+02
43 7112     -2.774700e+02 -2.519400e+02
7 7113     -2.935800e+02 -2.640600e+02
43 7113     -2.774700e+02 -2.519400e+02
7 7114     -3.167000e+02 -2.754500e+02
45 7114     -2.689300e+02 -2.384400e+02
8 7115     -3.288900e+02 -3.095200e+02
11 7115     -3.290600e+02 -3.100700e+02
12 7115     -3.279700e+02 -3.089800e+02
30 7115     -3.293000e+02 -3.100400e+02
43 7115     -3.288100e+02 -3.102000e+02
8 7116     -9.067999e+01 -3.307001e+01
46 7116     2.269100e+02 -7.053998e+01
8 7117     1.160004e+00 -1.895200e+02
11 7117     1.190002e+00 -1.898100e+02
12 7117     1.200012e+00 -1.898500e+02
13 7117     1.179993e+00 -1.898300e+02
17 7117     1.269989e+00 -1.887400e+02
22 7117     1.179993e+00 -1.901000e+02
35 7117     1.369995e+00 -1.900900e+02
38 7117     1.190002e+00 -1.900800e+02
45 7117     1.149994e+00 -1.893800e+02
47 7117     1.200012e+00 -1.900800e+02
9 7118     -3.698600e+02 5.100000e+01
48 7118     -4.026100e+02 7.395001e+01
9 7119     -2.809000e+01 6.320007e+00
15 7119     -3.301001e+01 5.890015e+00
47 7119     -4.767999e+01 9.109985e+00
9 7120     -1.493900e+02 -2.880400e+02
13 7120     -1.492200e+02 -2.880700e+02
34 7120     -1.493600e+02 -2.879500e+02
9 7121     -3.644700e+02 5.289001e+01
48 7121     -3.943500e+02 7.641998e+01
9 7122     -3.126600e+02 -2.867800e+02
38 7122     -3.129300e+02 -2.866200e+02
43 7122     -3.125200e+02 -2.869700e+02
10 7123     -3.250300e+02 -3.204600e+02
43 7123     -2.992600e+02 -2.975500e+02
10 7124     -3.332001e+01 -3.907200e+02
43 7124     -3.295001e+01 -3.899300e+02
11 7125     -7.959000e+01 -4.704301e+02
43 7125     -7.944000e+01 -4.703199e+02
11 7126     -7.959000e+01 -4.704301e+02
43 7126     -7.944000e+01 -4.703199e+02
11 7127     -3.340600e+02 -3.341800e+02
39 7127     -2.690700e+02 -2.760400e+02
43 7127     -2.773600e+02 -2.840000e+02
12 7128     -3.326001e+01 1.265500e+02
47 7128     -5.967001e+01 1.650300e+02
12 7129     -3.602500e+02 3.862000e+01
48 7129     -2.386300e+02 5.138000e+01
12 7130     2.582400e+02 -1.435500e+02
47 7130     3.079000e+02 -1.843600e+02
13 7131     2.946100e+02 5.854999e+01
47 7131     3.235800e+02 8.307001e+01
13 7132     -3.560500e+02 -3.326500e+02
43 7132     -3.568600e+02 -3.336600e+02
13 7133     -1.672100e+02 -3.368700e+02
20 7133     -1.673300e+02 -3.370900e+02
30 7133     -1.673800e+02 -3.369800e+02
35 7133     -1.672400e+02 -3.365300e+02
39 7133     -1.674100e+02 -3.370100e+02
43 7133     -1.676600e+02 -3.380700e+02
45 7133     -1.675800e+02 -3.367900e+02
13 7134     1.225900e+02 -1.021002e+01
16 7134     1.123800e+02 -1.094000e+01
22 7134     1.174300e+02 -1.065002e+01
45 7134     1.001300e+02 -1.152002e+01
13 7135     2.144900e+02 -7.483002e+01
22 7135     1.970200e+02 -7.002002e+01
45 7135     1.439600e+02 -5.384998e+01
14 7136     7.679001e+01 7.240997e+01
17 7136     7.573999e+01 8.100000e+01
20 7136     7.631000e+01 7.860999e+01
33 7136     7.604999e+01 8.376001e+01
47 7136     7.669000e+01 8.881000e+01
14 7137     4.076999e+01 -3.613600e+02
45 7137     3.839999e+01 -3.163700e+02
14 7138     -1.652900e+02 -6.123999e+01
46 7138     2.895400e+02 -9.676001e+01
14 7139     -2.318500e+02 4.572998e+01
46 7139     -1.196100e+02 8.065997e+01
48 7139     -1.613000e+02 8.258002e+01
15 7140     -4.295001e+01 1.136000e+02
17 7140     -5.116000e+01 1.237800e+02
47 7140     -6.944000e+01 1.452200e+02
15 7141     5.535001e+01 -8.823999e+01
20 7141     5.585001e+01 -9.415002e+01
